exp_name,method,ddim steps,f_eval,max_norm,constraint mean,constraint std,constraint 95perc,norm_pred_noise,norm_pred_noise_std,norm_pred_noise_95perc,norm_pred_noise_5perc
root_controltrust200,trust,200,800,999,0.029160414,0.010243342,0.0476350683718919,1.8574220657348632,0.6380421638488769,2.860309762954712,0.7115986609458924
root_controltrust200,trust,200,800,999,0.0284104775637388,0.010447908192873,0.047273582406342,1.8464347839355468,0.6313262462615967,2.9587029933929445,0.6633995175361633
root_controltrust200,trust,200,800,999,0.0270340889692306,0.0085858460515737,0.0404188519343733,1.812017059326172,0.6138510227203369,2.7694737911224365,0.6084106612205505
root_controltrust200,trust,200,800,999,0.0281671360135078,0.0089160418137907,0.0419281164184212,1.7935565948486327,0.6159333705902099,2.6836998653411865,0.565833637714386
root_controllgdmc200,lgdmc,200,200,80,0.06525924056768417,0.042126886546611786,0.16599135175347327,1.4188892364501953,0.5717791080474853,2.218546447753906,0.534632625579834
